Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),MAP Rate (psi/sec),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8, Oil PSI,Fuel PSI,Injector Over Current #1,Injector Over Current #2,Injector Over Current #3,Injector Over Current #4,Injector Over Current #5,Injector Over Current #6,Injector Over Current #7,Injector Over Current #8,Coil Over Current #1,Coil Over Current #2,Coil Over Current #3,Coil Over Current #4,Coil Over Current #5,Coil Over Current #6,Coil Over Current #7,Coil Over Current #8,System Temperature (F),Sensor Error,Driven Wheel Speed #1 (MPH),Driven Wheel Speed #2 (MPH),Avg Driven Wheel Speed (MPH),Non Driven Wheel Speed #1 (MPH),Non Driven Wheel Speed #2 (MPH),Avg Non Driven Wheel Speed (MPH),Percent Slip,Measured AFR #1,Measured AFR #2,Target AFR,Lambda/AFR Status,Lambda/AFR STF #1 (%),Lambda/AFR STF #2 (%),Lambda/AFR LTF (%),
235.673,10999,88.0,183.4,0.0,0,4.20,-5.0,13.30,1.55,14.3,530.0,0,1,1,0,0,1,0,0,73.38,35.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,27.2,27.2,38.8,39.6,39.6,-31.3,15.63,13.52,14.70,32768,100.0,100.0,100.0,
235.707,10553,89.7,183.4,0.0,0,3.81,-4.0,13.30,1.65,14.6,530.0,0,0,1,0,0,1,0,0,74.92,34.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,27.5,27.5,38.0,37.2,38.0,-27.7,15.89,12.45,14.70,32768,100.0,100.0,100.0,
235.736,10217,89.7,183.4,0.0,0,3.96,9.0,13.30,1.76,15.1,530.0,1,0,1,0,0,1,0,0,72.95,35.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,26.3,26.3,36.9,35.3,36.9,-28.8,16.14,12.30,14.70,32768,100.0,100.0,100.0,
235.764,9944,88.1,183.4,0.2,22,3.82,-16.0,13.30,1.81,15.1,530.0,1,0,1,0,0,1,0,0,72.80,35.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,26.9,26.9,36.8,37.4,37.4,-28.2,16.88,12.55,14.70,32768,100.0,100.0,100.0,
235.793,9594,88.0,183.4,3.8,165,4.11,17.0,13.30,1.80,14.5,530.0,1,1,0,0,0,1,0,0,69.38,36.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,25.8,25.8,36.9,36.8,36.9,-30.1,18.24,12.63,14.70,32770,100.0,100.0,100.0,
235.826,9251,88.0,183.4,14.1,412,4.92,56.0,13.30,2.78,21.6,530.0,0,0,1,0,0,1,0,0,73.84,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,25.6,25.6,35.7,34.6,35.7,-28.4,19.40,12.82,14.70,32770,100.0,100.0,100.0,
235.853,8967,89.7,183.4,30.0,618,6.44,72.0,13.30,1.99,15.0,530.0,0,1,1,0,0,1,0,0,76.90,36.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,25.9,25.9,36.2,36.9,36.9,-29.7,19.61,13.33,14.70,32770,100.0,100.0,99.8,
235.886,9105,89.8,183.4,49.0,606,9.38,89.0,13.30,2.97,22.4,530.0,1,1,0,0,0,1,0,0,75.88,41.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,25.2,25.2,35.5,35.5,35.5,-29.1,19.60,14.36,12.83,32770,100.0,100.0,90.3,
235.914,9375,89.8,183.4,60.7,222,11.90,16.0,13.30,4.79,37.0,530.0,1,0,1,0,0,1,0,0,70.84,43.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,25.2,25.2,34.6,34.9,34.9,-27.7,19.58,16.73,12.79,32770,100.0,100.0,100.0,
235.943,9905,88.1,183.4,61.9,10,12.01,-23.0,13.30,5.72,46.4,530.0,0,0,0,0,0,1,0,0,70.30,44.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,24.8,24.8,34.6,34.6,34.6,-28.5,17.01,14.89,12.79,32768,100.0,100.0,100.0,
235.977,11021,88.1,183.4,62.2,17,11.96,6.0,13.20,6.74,60.9,530.0,1,1,0,0,0,1,0,0,74.13,45.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,23.9,23.9,34.5,34.8,34.8,-31.1,15.52,14.92,12.79,32768,100.0,100.0,100.0,
236.004,11783,89.8,183.4,62.0,-16,11.97,-19.0,13.20,6.55,63.6,530.0,1,1,0,0,0,1,0,0,70.63,41.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,22.2,22.2,33.6,33.7,33.7,-34.2,14.42,15.26,12.79,32768,100.0,100.0,100.0,
236.034,12109,89.7,183.4,50.1,-758,11.31,-22.0,13.20,6.45,64.7,530.0,0,0,0,0,0,1,0,0,73.72,41.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,24.1,24.1,32.5,33.2,33.2,-27.5,13.36,13.82,12.79,32770,100.0,100.0,100.0,
236.063,12129,89.8,183.4,14.5,-1139,9.07,-87.0,13.20,4.63,47.0,530.0,1,1,1,0,0,1,0,0,73.09,45.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,23.6,23.6,32.9,32.9,32.9,-28.2,12.63,12.48,12.79,32770,100.0,100.0,100.0,
236.097,11743,89.8,183.4,0.0,-34,6.61,-70.0,13.20,2.44,24.0,530.0,0,0,1,0,0,1,0,0,74.77,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,23.3,23.3,32.5,31.8,32.5,-28.1,13.01,11.94,14.70,32768,100.0,100.0,100.3,
236.123,11418,89.8,183.4,0.0,0,5.31,-9.0,13.30,1.40,13.5,530.0,0,0,0,0,0,1,0,0,75.07,39.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,23.2,23.2,31.0,31.2,31.2,-25.6,13.60,12.02,14.70,32768,100.0,100.0,100.0,
236.158,11024,89.8,183.4,0.0,0,4.69,-18.0,13.30,1.40,13.0,530.0,0,1,0,0,0,1,0,0,73.57,35.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,22.4,22.4,31.5,32.3,32.3,-30.6,14.57,12.52,14.70,32768,100.0,100.0,100.0,
236.187,10744,88.1,183.4,0.0,0,4.38,-5.0,13.30,1.73,15.6,530.0,1,1,1,0,0,1,0,0,75.07,37.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,22.0,22.0,30.9,31.0,31.0,-29.0,16.02,13.60,14.70,32768,100.0,100.0,100.0,
236.216,10419,89.8,183.4,0.0,0,4.09,7.0,13.30,1.75,15.3,530.0,1,1,1,0,0,1,0,0,73.22,36.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,21.4,21.4,29.2,30.1,30.1,-28.9,16.42,14.46,14.70,32768,100.0,100.0,100.0,
236.244,10078,89.8,183.4,0.0,0,3.97,22.0,13.30,1.72,14.5,530.0,0,0,0,0,0,1,0,0,72.09,34.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,22.0,22.0,29.4,30.2,30.2,-27.3,16.21,15.08,14.70,32768,100.0,100.0,100.0,
236.273,9799,89.8,183.4,0.0,0,3.81,-17.0,13.30,1.82,15.0,530.0,0,0,1,0,0,1,0,0,73.92,36.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,21.2,21.2,29.7,30.1,30.1,-29.4,16.29,14.60,14.70,32768,100.0,100.0,100.0,
236.307,9375,89.8,183.4,0.0,0,3.92,0.0,13.30,1.77,13.9,530.0,1,1,0,0,0,1,0,0,74.82,34.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,20.8,20.8,29.1,28.8,29.1,-28.5,16.88,13.80,14.70,32768,100.0,100.0,100.0,
236.334,9087,89.8,183.4,4.3,197,4.23,12.0,13.30,2.09,16.0,530.0,1,1,1,0,0,1,0,0,75.90,35.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,20.5,20.5,28.2,27.5,28.2,-27.1,17.82,13.48,14.70,32770,100.0,100.0,100.0,
236.367,8737,89.8,183.4,9.8,199,4.78,8.0,13.30,2.68,19.7,530.0,0,0,1,0,0,1,0,0,71.82,34.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,20.0,20.0,28.1,27.6,28.1,-28.6,18.77,13.80,14.70,32770,100.0,100.0,100.0,
236.394,8444,89.8,183.4,19.5,388,5.78,45.0,13.30,2.15,15.3,530.0,1,1,1,0,0,1,0,0,71.70,38.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,20.1,20.1,27.8,28.4,28.4,-29.2,19.55,14.64,14.70,32770,100.0,100.0,100.0,
236.426,8420,89.8,183.4,30.3,261,7.49,41.0,13.30,2.26,15.8,530.0,1,0,1,0,0,1,0,0,68.34,38.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,19.9,19.9,27.4,27.4,27.4,-27.3,19.60,16.74,14.70,32770,100.0,100.0,100.1,
236.453,8560,89.8,183.4,33.5,43,9.69,65.0,13.30,3.23,22.9,530.0,1,1,1,0,0,1,0,0,68.32,40.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,19.6,19.6,26.8,25.9,26.8,-26.7,19.58,18.74,12.79,32768,100.0,100.0,93.4,
236.486,8958,89.8,183.4,33.8,3,9.99,14.0,13.30,3.69,27.2,530.0,1,1,0,0,0,1,0,0,64.50,40.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,19.0,19.0,26.3,26.7,26.7,-28.9,19.37,18.38,12.79,32768,100.0,100.0,99.8,
236.514,9396,89.8,183.4,33.9,-4,10.07,-29.0,13.30,4.12,31.9,530.0,0,1,0,0,0,1,0,0,70.70,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,19.0,19.0,26.5,26.9,26.9,-29.1,15.63,15.38,12.79,32768,100.0,100.0,100.0,
236.547,9946,89.8,183.4,32.4,-130,9.98,28.0,13.30,4.17,34.6,530.0,1,1,1,0,0,1,0,0,76.72,42.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,19.0,19.0,26.5,26.3,26.5,-28.0,14.27,14.80,12.79,32770,100.0,100.0,99.7,
236.576,10387,89.8,183.4,15.8,-737,8.24,-109.0,13.30,3.90,33.6,530.0,0,0,1,0,0,1,0,0,73.84,41.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,18.2,18.2,24.9,25.8,25.8,-29.3,13.35,14.02,12.79,32770,100.0,100.0,100.0,
236.604,10323,89.8,183.4,0.0,-220,6.32,-98.0,13.30,2.49,21.4,530.0,1,1,1,0,0,1,0,0,71.07,39.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,18.3,18.3,24.7,25.2,25.2,-27.1,12.36,13.02,14.70,32770,100.0,100.0,99.5,
236.633,10008,89.8,183.4,0.0,0,5.15,-35.0,13.30,1.65,13.8,530.0,0,0,1,0,0,1,0,0,71.30,37.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,17.9,17.9,25.2,25.6,25.6,-29.8,11.73,12.35,14.70,32768,100.0,100.0,99.9,
236.662,9771,89.8,183.4,0.0,0,4.64,-22.0,13.30,2.25,18.4,530.0,1,1,1,0,0,1,0,0,72.45,37.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,17.9,17.9,25.1,25.0,25.1,-28.8,11.61,11.95,14.70,32768,100.0,100.0,100.0,
236.696,9424,89.8,183.4,0.0,0,4.48,-6.0,13.30,3.05,24.1,530.0,1,1,0,0,0,1,0,0,68.27,37.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,17.6,17.6,24.3,24.6,24.6,-28.5,11.80,12.23,14.70,32768,100.0,100.0,100.0,
236.723,9135,89.8,183.4,0.0,0,4.29,-5.0,13.30,2.73,20.9,530.0,1,1,1,0,0,1,0,0,75.22,38.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,17.5,17.5,23.5,23.9,23.9,-26.8,12.54,13.19,14.70,32768,100.0,100.0,100.0,
236.756,8768,89.8,183.4,0.0,0,4.27,-6.0,13.30,2.53,18.6,530.0,1,1,0,0,0,1,0,0,68.20,36.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,16.9,16.9,24.3,24.2,24.3,-30.5,13.48,14.42,14.70,32768,100.0,100.0,100.0,
236.783,8469,89.8,183.4,0.0,0,4.26,-5.0,13.30,2.25,16.0,530.0,1,0,1,0,0,1,0,0,67.70,36.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,17.5,17.5,23.9,24.5,24.5,-28.8,14.01,15.95,14.70,32768,100.0,100.0,100.0,
236.814,8171,89.8,183.4,0.0,0,4.38,-2.0,13.30,2.46,16.9,530.0,1,1,1,0,0,1,0,0,69.90,36.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,17.3,17.3,24.2,23.5,24.2,-28.7,14.16,15.67,14.70,32768,100.0,100.0,100.0,
236.842,7869,89.8,183.4,0.0,0,4.51,7.0,13.30,2.61,17.3,530.0,1,1,1,0,0,1,0,0,67.15,37.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,16.8,16.8,22.7,23.2,23.2,-27.3,14.45,14.89,14.70,32768,100.0,100.0,100.0,
236.874,7566,89.8,183.4,0.0,0,4.57,-10.0,13.30,2.04,13.0,530.0,0,0,1,0,0,1,0,0,72.34,36.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,17.0,17.0,22.9,23.2,23.2,-26.7,14.86,14.85,14.70,32768,100.0,100.0,100.0,
236.906,7261,89.8,183.4,0.0,0,4.83,14.0,13.30,1.54,9.4,530.0,1,1,1,0,0,1,0,0,64.57,36.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,16.4,16.4,23.3,23.8,23.8,-31.2,15.41,15.08,14.70,32768,100.0,100.0,100.0,
236.937,7020,89.8,183.4,0.0,0,5.25,19.0,13.40,1.59,9.4,530.0,0,1,1,0,0,1,0,0,70.42,37.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,16.2,16.2,23.5,23.2,23.5,-31.1,15.73,15.42,14.70,32768,100.0,100.0,100.0,
236.963,6818,89.8,183.4,0.0,0,5.52,18.0,13.40,1.80,10.3,530.0,0,1,1,0,0,1,0,0,68.09,37.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,16.6,16.6,22.8,23.0,23.0,-27.5,15.98,15.82,14.70,32768,100.0,100.0,100.0,
236.994,6589,89.8,183.4,0.0,0,5.90,23.0,13.40,1.97,10.9,530.0,0,1,1,0,0,1,0,0,64.25,37.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,16.2,16.2,22.6,22.0,22.6,-28.0,16.38,15.51,14.70,32768,100.0,100.0,100.0,
237.024,6355,89.8,183.4,0.0,0,6.35,19.0,13.40,1.88,10.1,530.0,1,1,0,0,0,1,0,0,61.09,38.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,16.3,16.3,22.1,21.8,22.1,-26.2,13.77,12.73,14.70,32768,100.0,100.0,100.0,
237.054,6149,89.8,183.4,0.0,0,6.76,36.0,13.40,1.90,9.8,530.0,1,0,1,0,0,1,0,0,59.27,39.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,15.8,15.8,22.8,23.6,23.6,-33.2,12.00,11.17,14.70,32768,100.0,100.0,100.0,
237.084,5965,89.8,183.4,0.0,0,7.02,7.0,13.30,1.86,9.3,530.0,0,1,1,0,0,1,0,0,58.02,38.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,15.8,15.8,22.8,22.8,22.8,-30.8,11.11,10.66,14.70,32768,100.0,100.0,100.0,
237.116,5749,89.8,183.4,0.0,0,7.42,10.0,13.30,2.07,10.0,530.0,1,1,0,0,0,1,0,0,53.72,40.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,16.0,16.0,22.2,21.9,22.2,-28.0,11.03,10.67,14.70,34816,100.0,100.0,100.0,
237.146,5576,89.8,183.4,0.0,0,7.63,16.0,13.30,2.44,11.5,530.0,1,0,1,0,0,1,0,0,51.32,39.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,15.9,15.9,21.6,21.5,21.6,-26.4,11.20,10.72,14.70,34816,100.0,100.0,100.0,
237.177,5375,89.8,183.4,0.0,0,7.71,5.0,13.40,3.25,14.7,530.0,1,1,1,0,0,1,0,0,46.70,40.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,15.9,15.9,21.6,22.1,22.1,-28.0,11.36,11.08,14.70,34816,100.0,100.0,100.0,
237.206,5219,89.8,183.4,0.0,0,7.90,12.0,13.30,3.54,15.6,530.0,0,1,1,0,0,1,0,0,42.22,40.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,15.5,15.5,22.3,22.3,22.3,-30.5,11.70,11.25,14.70,34816,100.0,100.0,100.0,
237.236,4961,89.8,183.4,0.0,0,8.04,8.0,13.30,3.59,15.1,530.0,0,1,1,0,0,1,0,0,42.57,40.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,15.4,15.4,22.4,22.2,22.4,-31.0,12.14,11.64,14.70,34816,100.0,100.0,100.0,
237.266,4781,89.8,183.4,0.0,0,8.14,2.0,13.30,3.21,13.0,530.0,0,1,0,0,0,1,0,0,38.20,40.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,15.6,15.6,21.6,21.4,21.6,-27.7,12.32,12.05,14.69,34816,100.0,100.0,100.0,
237.294,4594,89.8,183.4,0.0,0,8.25,-19.0,13.40,3.02,11.8,530.0,0,1,1,0,0,1,0,0,37.27,40.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,15.3,15.3,21.3,21.1,21.3,-28.2,12.19,12.23,14.70,34816,100.0,100.0,100.0,
237.324,4364,89.8,183.4,0.0,0,8.27,-14.0,13.40,2.75,10.2,530.0,0,1,1,0,0,1,0,0,34.15,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,15.5,15.5,21.0,21.5,21.5,-27.6,11.83,12.22,14.70,34816,100.0,100.0,100.0,
237.354,4212,89.8,183.4,0.0,0,8.72,22.0,13.40,2.65,9.5,530.0,0,0,0,0,0,1,0,0,31.92,40.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,15.1,15.1,21.2,21.1,21.2,-28.9,11.82,12.51,14.70,34816,100.0,100.0,100.0,
237.383,4105,89.8,183.4,0.0,0,8.93,14.0,13.40,2.54,8.8,530.0,0,0,1,0,0,1,0,0,30.63,41.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,14.7,14.7,21.1,21.5,21.5,-31.7,12.39,13.14,14.70,34816,100.0,100.0,100.0,
237.416,3959,89.8,183.4,0.0,0,9.24,18.0,13.40,2.73,9.2,530.0,1,1,0,0,0,1,0,0,29.50,41.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,15.2,15.2,20.9,20.8,20.9,-27.1,12.44,13.39,14.70,34816,100.0,100.0,100.0,
237.444,3846,89.8,183.4,0.0,0,9.61,22.0,13.40,3.13,10.1,530.0,1,0,1,0,0,1,0,0,27.38,41.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,14.7,14.7,20.6,20.3,20.6,-28.4,11.94,13.58,14.70,34816,100.0,100.0,100.0,
237.474,3769,89.8,183.4,0.0,0,9.69,-3.0,13.40,3.15,10.0,530.0,1,0,1,0,0,1,0,0,26.59,42.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,14.7,14.7,19.4,20.8,20.8,-29.1,11.80,14.02,14.70,34816,100.0,100.0,100.0,
237.507,3569,89.8,183.4,0.2,9,9.99,16.0,13.40,3.20,9.8,530.0,1,1,1,0,0,1,0,0,25.38,42.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,14.3,14.3,20.1,20.4,20.4,-30.1,12.08,14.13,14.70,34816,100.0,100.0,100.0,
237.534,3461,89.8,183.4,0.3,2,10.24,23.0,13.40,3.20,9.5,530.0,0,0,1,0,0,1,0,0,23.20,42.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,14.7,14.7,19.7,20.7,20.7,-28.7,12.48,13.98,14.70,34816,100.0,100.0,100.0,
237.563,3294,89.8,183.4,1.5,108,10.44,3.0,13.40,3.35,9.4,530.0,0,0,1,0,0,1,0,0,21.65,42.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,14.0,14.0,20.1,20.3,20.3,-30.6,12.89,13.79,14.70,34816,100.0,100.0,100.0,
237.596,3196,89.8,183.6,10.9,393,11.10,28.0,13.40,3.30,9.1,530.0,0,0,0,0,0,1,0,0,19.92,43.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,14.1,14.1,19.9,20.0,20.0,-29.3,13.26,13.76,14.70,34818,100.0,100.0,100.0,
237.624,3025,89.8,183.4,21.8,325,12.31,47.0,13.40,4.02,10.4,530.0,1,1,0,0,0,1,0,0,19.67,44.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,14.0,14.0,19.4,19.9,19.9,-29.4,13.54,13.73,14.70,34818,100.0,100.0,100.0,
237.653,3017,89.8,183.4,28.1,165,13.24,19.0,13.40,3.74,9.4,530.0,0,1,0,0,0,1,0,0,19.50,45.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,14.0,14.0,19.2,19.8,19.8,-28.9,13.64,13.58,14.70,34818,100.0,100.0,100.0,
237.686,3358,89.8,183.4,29.1,9,13.57,5.0,13.40,3.25,8.5,530.0,1,1,1,0,0,1,0,0,21.34,45.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,13.6,13.6,19.5,20.1,20.1,-32.2,13.66,13.66,14.70,34816,100.0,100.0,100.0,
237.716,3879,89.8,183.4,29.1,6,13.45,3.0,13.40,2.97,8.9,530.0,0,1,1,0,0,1,0,0,26.07,46.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,13.8,13.8,19.2,19.9,19.9,-30.4,13.66,13.58,14.70,34816,100.0,100.0,100.0,
237.744,4365,89.8,183.4,29.2,0,13.23,1.0,13.40,3.89,13.4,530.0,1,0,1,0,0,1,0,0,31.17,46.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,13.8,13.8,19.0,19.5,19.5,-29.0,13.19,12.97,14.70,34816,100.0,100.0,100.0,
237.773,4876,89.8,183.4,29.3,12,12.86,-3.0,13.30,3.98,15.5,530.0,1,0,1,0,0,1,0,0,36.32,45.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,13.4,13.4,18.4,18.8,18.8,-28.3,12.57,12.52,14.70,34816,100.0,100.0,100.0,
237.803,5352,89.8,183.4,29.2,-3,12.50,-12.0,13.30,4.85,20.7,530.0,0,1,1,0,0,1,0,0,44.17,44.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,13.4,13.4,18.5,19.4,19.4,-30.6,12.73,12.79,13.77,34816,100.0,100.0,100.0,
237.833,6081,89.8,183.4,29.3,-2,12.03,-32.0,13.30,4.79,23.3,530.0,1,1,1,0,0,1,0,0,53.02,44.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,13.3,13.3,18.3,18.7,18.7,-28.8,13.36,13.61,12.79,34816,100.0,100.0,100.0,
237.864,6759,89.8,183.4,29.2,-4,12.17,-7.0,13.30,4.32,23.7,530.0,1,1,1,0,0,1,0,0,58.27,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,13.4,13.4,18.4,19.1,19.1,-29.6,14.05,14.48,12.79,34816,100.0,100.0,100.0,
237.894,7275,89.8,183.4,27.5,-103,11.71,27.0,13.30,3.85,22.7,530.0,0,0,1,0,0,1,0,0,64.72,44.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,13.2,13.2,18.4,19.0,19.0,-30.4,14.80,15.07,12.79,34818,100.0,100.0,100.0,
237.927,8014,89.8,183.4,21.9,-186,10.78,-31.0,13.30,4.17,27.5,530.0,0,0,0,0,0,1,0,0,65.34,45.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,13.0,13.0,18.3,18.4,18.4,-29.6,14.51,13.69,12.79,32770,100.0,100.0,100.0,
237.954,8259,89.8,183.4,16.4,-190,9.95,-25.0,13.30,3.56,24.3,530.0,1,1,1,0,0,1,0,0,67.22,41.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,13.0,13.0,17.7,17.4,17.7,-26.2,13.49,12.79,12.79,32770,100.0,100.0,99.7,
237.987,8414,89.8,185.0,13.1,-60,8.75,-51.0,13.30,3.18,22.2,530.0,0,0,1,0,0,1,0,0,72.50,41.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,12.9,12.9,17.5,18.3,18.3,-29.4,12.61,12.38,12.79,32770,100.0,100.0,96.4,
238.014,8474,89.8,183.4,12.7,-7,8.25,-21.0,13.30,2.56,18.1,530.0,1,1,1,0,0,1,0,0,71.84,42.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,12.8,12.8,17.6,18.9,18.9,-32.4,12.00,12.00,12.95,32768,100.0,100.0,84.3,
238.046,8643,89.8,183.4,12.7,-2,7.72,-12.0,13.40,2.29,16.4,530.0,1,1,1,0,0,1,0,0,71.70,40.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,12.5,12.5,17.5,18.5,18.5,-32.3,11.64,11.60,14.70,32768,100.0,100.0,85.7,
238.074,8739,89.8,183.4,12.6,0,7.48,-3.0,13.30,2.27,16.5,530.0,1,0,0,0,0,1,0,0,74.57,38.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,13.1,13.1,17.6,18.3,18.3,-28.6,11.39,11.35,14.70,32768,100.0,100.0,96.2,
238.107,8811,89.8,183.4,12.6,-5,7.21,-5.0,13.30,2.31,16.9,530.0,1,0,0,0,0,1,0,0,65.38,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0.0,12.6,12.6,17.7,17.9,17.9,-29.3,11.19,11.32,14.70,32768,100.0,100.0,97.3,
